Nome;Nazione;Citta;Indirizzo;Latitudine;Longitudine;Fascia_di_prezzo;Delivery;Online;Tipo_di_cucina
Patrick Guilbaud;Ireland;Dublin City;21 Upper Merrion Street Dublin City D02 KF79 Ireland;53.338.452;-62.529.969;1000;No;No;Modern French
Ynyshir;United Kingdom;Machynlleth;Eglwysfach Machynlleth SY20 8TA United Kingdom;525.445.284;-39.439.501;1000;No;No;Creative
Restaurant Sat Bains;United Kingdom;Nottingham;Lenton Lane Nottingham NG7 2SA United Kingdom;529.251.069;-11.676.041;1000;No;No;Creative
Opheem;United Kingdom;Birmingham;48 Summer Row Birmingham B3 1JJ United Kingdom;52.481.614;-19.079.211;1000;No;No;Indian
Ikoyi;United Kingdom;London;180 Strand Strand London WC2R 1EA United Kingdom;51.512.381;-0.1154759;1000;No;No;Creative
Dinner by Heston Blumenthal;United Kingdom;London;66 Knightsbridge Knightsbridge London SW1X 7LA United Kingdom;515.021.106;-0.1599147;1000;No;No;Traditional British
Claude Bosi at Bibendum;United Kingdom;London;Michelin House 81 Fulham Road Chelsea London SW3 6RD United Kingdom;514.933.623;-0.1688013;1000;No;No;French
The Clove Club;United Kingdom;London;Shoreditch Town Hall 380 Old Street Shoreditch London EC1V 9LT United Kingdom;515.271.054;-0.0793371;1000;No;No;Creative
Kitchen Table;United Kingdom;London;70 Charlotte Street Fitzrovia London W1T 4QG United Kingdom;515.203.616;-0.13647;1000;No;No;Modern Cuisine
Terre;Ireland;Castlemartyr;Manor House Castlemartyr Resort Castlemartyr P25 X300 Ireland;519.117.525;-80.596.578;1000;No;No;Modern Cuisine
A Wong;United Kingdom;Great Milton OX44 7PD Church Road;70 Wilton Road Victoria London SW1V 1DE United Kingdom;514.930.091;-0.1406558;1000;No;No;Chinese
The Ritz Restaurant;United Kingdom;London;150 Piccadilly St JamesaEUR tm s London W1J 9BR United Kingdom;515.069.929;-0.1418453;1000;No;No;Modern British
Brooklands by Claude Bosi;United Kingdom;London;1 Grosvenor Place Belgravia London SW1X 7HJ United Kingdom;515.017.267;-0.1518849;1000;No;No;Modern Cuisine
Landhaus Bacher;United Kingdom;London;SA 1 4dtiroler Platz 2 Mautern an der Donau 3512 Austria;48.393.172;155.794.174;1000;No;No;Classic Cuisine
DAPllerer;Austria;Mautern an der Donau;Markt 56 Golling an der Salzach 5440 Austria;475.972.979;131.677.057;1000;No;No;Innovative Alpine
Ois;Austria;Golling an der Salzach;Unternberg 6 Neufelden 4120 Austria;484.814.599;140.023.486;1000;No;No;Modern Cuisine Austrian
Taubenkobel;Austria;Neufelden;HauptstraAYe 31 SchA 1 4tzen am Gebirge 7081 Austria;478.515.574;166.264.336;1000;No;No;French Contemporary Regional Cuisine
Obauer;Austria;SchA 1 4tzen am Gebirge;Markt 46 Werfen 5450 Austria;474.755.112;131.902.449;1000;No;No;Classic Cuisine Seasonal Cuisine
SENNS Restaurant;Austria;Werfen;SAPllheimerstrasse 16 Salzburg 5020 Austria;478.361.594;13.063.525;1000;No;No;Creative
Silvio Nickol Gourmet Restaurant;Austria;Salzburg;Coburgbastei 4 Vienna 1010 Austria;482.058.003;163.770.073;1000;No;No;Modern Cuisine
StA 1 4va;Austria;Vienna;Dorfstr 73 Ischgl 6561 Austria;4.700.948;1.028.901;1000;No;No;Creative French Modern Cuisine
Restaurant 141 by Joachim Jaud;Austria;Ischgl;Obermieming 141 Mieming 6414 Austria;473.076.251;109.869.243;1000;No;No;Creative Seasonal Cuisine
Doubek;Austria;Mieming;Kochgasse 13 Vienna 1080 Austria;482.131.761;163.494.422;1000;No;No;Creative Modern Cuisine
Ikarus;Austria;Vienna;Wilhelm-Spazier-StraAYe 7a Salzburg 5020 Austria;477.935.688;130.078.642;1000;No;No;Creative Modern Cuisine
Mraz Sohn;Austria;Salzburg;WallensteinstraAYe 59 Vienna 1200 Austria;482.313.246;163.762.794;1000;No;No;Creative
Griggeler Stuba;Austria;Vienna;Oberlech 568 Lech am Arlberg 6764 Austria;472.174.694;101.386.433;1000;No;No;Modern Cuisine International
KrA uterreich by Vitus Winkler;Austria;Lech am Arlberg;Kirchweg 2 Sankt Veit im Pongau 5621 Austria;4.732.784;1.315.309;1000;No;No;Creative Seasonal Cuisine
Gourmetrestaurant Tannenhof;Austria;Sankt Veit im Pongau;NassereinerstraAYe 98 Sankt Anton am Arlberg 6580 Austria;471.397.632;102.770.669;1000;No;No;Alpine Modern Cuisine
Schwarzer Adler;Austria;Sankt Anton am Arlberg;Eugenstr 3 Hall in Tirol 6060 Austria;472.811.406;115.082.452;1000;No;No;European Contemporary
Rote Wand Chef s Table;Austria;Hall in Tirol;Zug 5 Lech am Arlberg 6764 Austria;472.010.452;101.153.491;1000;No;No;Modern Cuisine
Konstantin Filippou;Austria;Lech am Arlberg;Dominikanerbastei 17 Vienna 1010 Austria;482.107.279;163.797.942;1000;No;No;Modern Cuisine
Delta;Austria;Vienna;364 Syggrou Avenue Athens 17674 Greece;379.388.218;236.920.295;1000;No;No;Creative Greek
PlatA n Gourmet;Greece;Athens;KastA c ly tA c r 6 Tata 2890 Hungary;476.478.063;183.183.168;1000;No;No;Creative Hungarian
Stand;Hungary;Tata;SzA c kely MihA ly utca 2 Budapest 1061 Hungary;475.001.729;190.596.687;1000;No;No;Modern Cuisine Hungarian
CA c sar;Hungary;Budapest;333 Hudson St New York 10013 USA;407.271.776;-740.076.088;1000;No;No;Contemporary Seafood
odo;USA;New York;17 W 20th St New York 10011 USA;407.407.048;-739.929.904;1000;No;No;Japanese Contemporary
Sushi Sho;USA;New York;3 E 41st St New York 10017 USA;407.526.984;-739.808.012;1000;No;No;Sushi
The Modern;USA;New York;9 W 53rd St New York 10019 USA;4.076.106;-7.397.628;1000;No;No;Contemporary
Chef s Table at Brooklyn Fare;USA;New York;431 W 37th St New York 10018 USA;407.560.823;-739.964.997;1000;No;No;Contemporary
Sushi Noz;USA;New York;181 E 78th St New York 10075 USA;4.077.384;-73.958.275;1000;No;No;Japanese Sushi
Atomix;USA;New York;104 E 30th St New York 10016 USA;407.443.058;-739.826.751;1000;No;No;Korean Contemporary
Saga;USA;New York;70 Pine St New York 10005 USA;40.706.144;-740.078.519;1000;No;No;Contemporary
Blue Hill at Stone Barns;USA;New York;630 Bedford Rd Tarrytown 10591 USA;411.007.146;-738.292.966;1000;No;No;American Contemporary
Aquavit;USA;Tarrytown;65 E 55th St New York 10022 USA;4.076.078;-7.397.214;1000;No;No;Scandinavian Contemporary
Aska;USA;New York;47 S 5th St Brooklyn 11249 USA;407.123.772;-739.667.551;1000;No;No;Scandinavian Contemporary
Atera;USA;Brooklyn;77 Worth St New York 10013 USA;407.168.498;-740.055.912;1000;No;No;Contemporary
Jean-Georges;USA;New York;1 Central Park West New York 10023 USA;4.076.907;-7.398.155;1000;No;No;Contemporary French Contemporary
Gabriel Kreuther;USA;New York;41 W 42nd St New York 10036 USA;4.075.397;-73.982.025;1000;No;No;Contemporary Alsatian
minibar;USA;New York;855 E St NW Washington 20004 USA;38.896.294;-7.702.386;1000;No;No;Contemporary
JA nt;USA;Washington;1904 14th St NW Washington 20009 USA;389.158.847;-770.321.498;1000;No;No;Contemporary
Oriole;USA;Washington;661 W Walnut St Chicago 60661 USA;418.862.095;-876.453.022;1000;No;No;Contemporary American Contemporary
Ever;USA;Chicago;1340 W Fulton St Chicago 60607 USA;418.868.389;-876.604.258;1000;No;No;Creative Modern Cuisine
TURK FATAdegH TUTAK;USA;Chicago;Bomonti Cumhuriyet HacA -ahmet SilahAYAPr Caddesi Yeniyol Sokak No 2 AziAYli Istanbul 34440 TA 1 4rkiye;41.058.398;28.977.656;1000;No;No;Modern Cuisine Turkish
Gaa;TA 1 4rkiye;Istanbul;46 1 Sukhumvit 53 Khlong Tan Nuea Vadhana Bangkok 10110 Thailand;1.372.725;10.057.828;1000;No;No;Indian Contemporary
Baan Tepa;Thailand;Bangkok;561 Ramkhamhaeng Road Hua Mak Bang Kapi Bangkok 10240 Thailand;137.608.267;1.006.263.514;1000;No;No;Thai contemporary
SA 1 4hring;Thailand;Bangkok;10 Soi Yen Akat 3 Chong Nonsi Yan Nawa Bangkok 10120 Thailand;137.108.084;1.005.457.264;1000;No;No;German Contemporary
Chef s Table;Thailand;Bangkok;61F Tower Club at Lebua 1055 Silom Road Si Lom Bang Rak Bangkok 10500 Thailand;137.215.006;1.005.171.696;1000;No;No;French Contemporary
CA te by Mauro Colagreco;Thailand;Bangkok;2F Capella Bangkok 300 2 Charoenkrung Road Yan Nawa Sathon Bangkok 10120 Thailand;13.713.092;100.510.847;1000;No;No;Modern Cuisine
R-Haan;Thailand;Bangkok;131 Soi Sukhumvit 53 Khlong Tan Nuea Vadhana Bangkok 10110 Thailand;13.731.805;10.057.972;1000;No;No;Thai
Mezzaluna;Thailand;Bangkok;65F Tower Club at Lebua 1055 Silom Road Si Lom Bang Rak Bangkok 10500 Thailand;137.221.259;100.516.932;1000;No;No;French Contemporary
Bardal;Thailand;Bangkok;JosA c Aparicio 1 Ronda 29400 Spain;3.674.161;-516.655;1000;No;No;Creative
El Portal de Echaurren;Spain;Ronda;Padre JosA c GarcAa 19 Ezcaray 26280 Spain;423.257.846;-30.144.146;1000;No;No;Creative Modern Cuisine
El RincA3n de Juan Carlos;Spain;Ezcaray;Avenida Virgen de Guadalupe 21 La Caleta Adeje 38679 Spain;281.018.325;-167.535.126;1000;No;No;Creative
Amelia by Paulo Airaudo;Spain;Adeje;Zubieta 26 Donostia San SebastiA n 20007 Spain;433.168.594;-19.859.469;1000;No;No;Creative Italian and Japanese
El Poblet;Spain;Donostia San SebastiA n;Correos 8-1Ao Valencia 46002 Spain;39.469.784;-0.3745175;1000;No;No;Creative
Retiro da CostiA -a;Spain;Valencia;Avenida de Santiago 12 Santa Comba 15840 Spain;430.334.653;-88.038.837;1000;No;No;Modern Cuisine
Ricard Camarena;Spain;Santa Comba;Avenida Burjassot 54 Valencia 46009 Spain;3.948.512;-0.3852003;1000;No;No;Creative
Deessa;Spain;Valencia;Plaza de la Lealtad 5 Madrid 28014 Spain;404.158.561;-36.928.119;1000;No;No;Creative
Bo TiC;Spain;Madrid;Avenida Costa brava 6 CorASSA 17121 Spain;419.877.609;30.160.537;1000;No;No;Creative Mediterranean Cuisine
Coque;Spain;CorASSA;MarquA c s de Riscal 11 Madrid 28010 Spain;40.430.643;-3.690.676;1000;No;No;Creative
Paco Roncero;Spain;Madrid;AlcalA 15 Madrid 28014 Spain;404.176.733;-37.002.477;1000;No;No;Creative
Miramar;Spain;Madrid;Passeig MarAtim 7 LlanASSA 17490 Spain;423.710.822;31.601.265;1000;No;No;Creative Catalan
Smoked Room;Spain;LlanASSA;Paseo de la Castellana 57 Madrid 28046 Spain;404.385.556;-3.691.358;1000;No;No;Contemporary
Cinc Sentits;Spain;Madrid;EntenASSa 60 Barcelona 08015 Spain;413.784.999;21.521.767;1000;No;No;Creative
Voro;Spain;Barcelona;UrbanizaciA3n Atalaya de Canyamel Canyamel 07589 Spain;396.690.394;34.395.565;1000;No;No;Modern Cuisine
Pepe Vieira;Spain;Canyamel;CamiA -o da Serpe RaxA3 36992 Spain;4.240.942;-875.447;1000;No;No;Creative
Enoteca Paco PA c rez;Spain;RaxA3;Marina 19 Barcelona 08005 Spain;413.867.832;21.969.283;1000;No;No;Modern Cuisine
El Molino de UrdA niz;Spain;Barcelona;Carretera N 135 Urdaitz 31698 Spain;42.909.132;-1.533.913;1000;No;No;Creative
Maralba;Spain;Urdaitz;Violeta Parra 5 Almansa 02640 Spain;388.696.375;-10.910.555;1000;No;No;Creative Castilian
Alevante;Spain;Almansa;AmAlcar Barca Chiclana de la Frontera 11130 Spain;36.346.905;-61.641.536;1000;No;No;Creative
L Escaleta;Spain;Chiclana de la Frontera;Pujada EstaciA3 del Nord 205 Cocentaina 03824 Spain;387.570.756;-0.4451945;1000;No;No;Creative Mediterranean Cuisine
BonAmb;Spain;Cocentaina;Carretera de Benitachell 100 XA bia 03730 Spain;387.701.412;0.148496;1000;No;No;Creative
DSTAgE;Spain;XA bia;Regueros 8 Madrid 28004 Spain;404.246.847;-36.962.925;1000;No;No;Creative
Skina;Spain;Madrid;CA novas del Castillo 9 Marbella 29601 Spain;365.116.735;-49.012.506;1000;No;No;Modern Cuisine
Venta Moncalvillo;Spain;Marbella;Carretera de Medrano 6 Daroca de Rioja 26373 Spain;423.715.602;-25.805.894;1000;No;No;Modern Cuisine
CabaA -a Buenavista;Spain;Daroca de Rioja;Calle Buenavista s n - UrbanizaciA3n Buenavista El Palmar 30120 Spain;3.792.464;-1.163.767;1000;No;No;Creative
Les Cols;Spain;El Palmar;Carretera de la Canya Olot 17800 Spain;421.946.503;25.009;1000;No;No;Creative
Mugaritz;Spain;Olot;Aldura Aldea 20 - Otzazulueta Baserria Errenteria 20100 Spain;432.722.067;-19.171.152;1000;No;No;Innovative
IvA n CerdeA -o;Spain;Errenteria;Cigarral del Angel Toledo 45004 Spain;398.619.154;-40.462.052;1000;No;No;Modern Cuisine
Culler de Pau;Spain;Toledo;Reboredo 73 O Grove 36980 Spain;424.752.854;-88.957.637;1000;No;No;Creative
M B;Spain;O Grove;Maria Zambrano 2 Carretera TF 47 GuAa de Isora 38687 Spain;28.171.041;-16.799.017;1000;No;No;Creative
LAs Cocina y Alma;Spain;GuAa de Isora;Zaragoza 2 Jerez de la Frontera 11402 Spain;366.876.345;-61.357.554;1000;No;No;Modern Cuisine
Bao Li Xuan;Spain;Jerez de la Frontera;3F Chamber of Commerce Shanghai Lane 108 North Shanxi Road Jingan Shanghai China Mainland;31.242.798;121.482.315;1000;No;No;Cantonese
Canton 8 Huangpu;China Mainland;Shanghai;63 Runan Street Huangpu Shanghai China Mainland;31.204.708;12.147.799;1000;No;No;Cantonese
Da Vittorio;China Mainland;Shanghai;3F N3 Building The Bund Finance Centre 600 Zhongshan Dong Er Road Huangpu Shanghai China Mainland;31.229.464;121.492.954;1000;No;No;Italian
The House of Rong;China Mainland;Shanghai;170 Nanyang Road Jingan Shanghai China Mainland;3.122.789;12.145.071;1000;No;No;Taizhou
Fu He Hui;China Mainland;Shanghai;1037 Yuyuan Road Changning Shanghai China Mainland;312.205.002;1.214.250.678;1000;No;No;Vegetarian
8 A 1 2 Otto e Mezzo Bombana;China Mainland;Shanghai;6-7F Associate Mission Building 169 Yuanmingyuan Road Huangpu Shanghai China Mainland;31.244.394;12.148.346;1000;No;No;Italian
Imperial Treasure Fine Chinese Cuisine;China Mainland;Shanghai;L402-403 4F Yi Feng Galleria 99 East Beijing Road Huangpu Shanghai China Mainland;312.425.862;1.214.844.198;1000;No;No;Cantonese
Ji Pin Court;China Mainland;Shanghai;3F 55 South Wulumuqi Road Xuhui Shanghai China Mainland;31.206.108;121.448.654;1000;No;No;Cantonese
102 House;China Mainland;Shanghai;5F The House of Roosevelt Bund 27 27 Zhongshan Dong Yi Road Huangpu Shanghai China Mainland;312.423.721;1.214.854.918;1000;No;No;Cantonese
Dewakan;China Mainland;Shanghai;48F Skyviews Naza Tower Platinum Park 10 Persiaran KLCC Kuala Lumpur 50088 Malaysia;31.546.767;10.171.842;1000;No;No;Malaysian Contemporary
Arnolfo;Malaysia;Kuala Lumpur;viale della Rimembranza 24 Colle di Val d Elsa 53034 Italy;434.221;111.165;1000;No;No;Creative Country cooking
Duomo;Italy;Colle di Val d Elsa;via Cap Bocchieri 31 Ragusa 97100 Italy;369.267.762;147.408.182;1000;No;No;Contemporary Creative
Harry s Piccolo;Italy;Ragusa;piazza UnitA d Italia 2 Trieste 34121 Italy;456.497.242;137.675.069;1000;No;No;Italian Contemporary Mediterranean Cuisine
Torre del Saracino;Italy;Trieste;via Torretta 9 Vico Equense 80069 Italy;406.606.947;14.419.559;1000;No;No;Creative
St George by Heinz Beck;Italy;Vico Equense;viale San Pancrazio 46 Taormina 98039 Italy;378.554.565;152.900.353;1000;No;No;Creative Contemporary
Agli Amici;Italy;Taormina;via Liguria 250 Godia 33100 Italy;461.021.988;132.661.162;1000;No;No;Country cooking Modern Cuisine
La Rei Natura by Michelangelo Mammoliti;Italy;Godia;via Roddino 21 Serralunga d Alba 12050 Italy;445.942.745;80.002.065;1000;No;No;Creative Contemporary
Caino;Italy;Serralunga d Alba;via della Chiesa 4 Montemerano 58014 Italy;426.220.221;114.906.283;1000;No;No;Tuscan Contemporary
Seta by Antonio Guida;Italy;Montemerano;via Andegari 9 Milan 20121 Italy;454.694.121;91.910.082;1000;No;No;International Contemporary
La Madia;Italy;Milan;corso Filippo Re Capriata 22 Licata 92027 Italy;371.070.131;139.338.055;1000;No;No;Creative Sicilian
Madonnina del Pescatore;Italy;Licata;via Lungomare Italia 11 Marzocca 60019 Italy;436.806.944;132.821.211;1000;No;No;Creative Contemporary
Campo del Drago;Italy;Marzocca;LocalitA Castiglion del Bosco Montalcino 53024 Italy;4.308.386;11.422.479;1000;No;No;Contemporary Tuscan
Castel fine dining;Italy;Montalcino;vicolo dei Castagni 18 Tirol 39019 Italy;466.862.223;111.568.653;1000;No;No;Creative International
Villa Feltrinelli;Italy;Tirol;via Rimembranza 38 40 Gargnano 25084 Italy;45.693.253;10.669.477;1000;No;No;Creative Contemporary
Il Pagliaccio;Italy;Gargnano;via dei Banchi Vecchi 129 a Rome 00186 Italy;4.189.793;124.673.729;1000;No;No;Creative Innovative
Locanda Sant Uffizio Enrico Bartolini;Italy;Rome;strada Sant Uffizio 1 Cioccaro 14030 Italy;450.271.679;82.778.294;1000;No;No;Piedmontese Modern Cuisine
Santa Elisabetta;Italy;Cioccaro;piazza Santa Elisabetta 3 Florence 50122 Italy;437.717.322;112.558.883;1000;No;No;Creative Mediterranean Cuisine
San Domenico;Italy;Florence;via Sacchi 1 Imola 40026 Italy;443.557.172;117.124.431;1000;No;No;Classic Cuisine
La Peca;Italy;Imola;via Alberto Giovanelli 2 Lonigo 36045 Italy;453.848.934;113.990.641;1000;No;No;Modern Cuisine Contemporary
danA maison;Italy;Lonigo;via Montetignuso 4 Ischia 80077 Italy;407.302.578;139.487.527;1000;No;No;Contemporary Creative
Terra The Magic Place;Italy;Ischia;localitA Prati 21 Sarentino 39058 Italy;466.521.107;113.221.975;1000;No;No;Creative Regional Cuisine
Enoteca La Torre;Italy;Sarentino;lungotevere delle Armi 22 23 Rome 00195 Italy;41.916.491;124.693.268;1000;No;No;Creative Contemporary
Taverna Estia;Italy;Rome;via Guido De Ruggiero 108 Brusciano 80031 Italy;409.083.323;144.232.938;1000;No;No;Contemporary Creative
KrA sios;Italy;Brusciano;via San Giovanni 59 Telese 82037 Italy;412.045.624;145.000.207;1000;No;No;Creative Contemporary
Il Piccolo Principe;Italy;Telese;piazza Giacomo Puccini 1 Viareggio 55049 Italy;438.809.756;102.355.866;1000;No;No;Creative Contemporary
Verso Capitaneo;Italy;Viareggio;piazza del Duomo 21 Milan 20121 Italy;454.648.103;9.189.585;1000;No;No;Creative Mediterranean Cuisine
Antica Osteria Cera;Italy;Milan;via Marghera 24 Lughetto 30010 Italy;453.881.476;121.302.222;1000;No;No;Seafood Modern Cuisine
Antica Corona Reale;Italy;Lughetto;via Fossano 13 Cervere 12040 Italy;4.463.505;7.788.635;1000;No;No;Piedmontese Modern Cuisine
Glam Enrico Bartolini;Italy;Cervere;calle Tron sestiere Santa Croce 1961 Venice 30135 Italy;454.413.057;123.298.209;1000;No;No;Creative Contemporary
Andrea Aprea;Italy;Venice;corso Venezia 52 Milan 20122 Italy;454.734.602;92.042.705;1000;No;No;Italian Contemporary Creative
Miramonti l Altro;Italy;Milan;via Crosette 34 localitA Costorio Concesio 25062 Italy;456.135.819;102.043.986;1000;No;No;Italian Contemporary French
Acquolina;Italy;Concesio;via del Vantaggio 14 Rome 00186 Italy;419.086.474;124.753.719;1000;No;No;Creative Mediterranean Cuisine
D O;Italy;Rome;piazza della Chiesa 14 loc San Pietro all Olmo Cornaredo 20007 Italy;4.548.711;901.175;1000;No;No;Creative Italian Contemporary
L Olivo;Italy;Cornaredo;via Capodimonte 14 Anacapri 80071 Italy;405.559.154;142.220.085;1000;No;No;Italian Contemporary Creative
Magnolia;Italy;Anacapri;via Pelliciano 35 loc Montilgallo Longiano 47020 Italy;440.731.058;123.498.464;1000;No;No;Creative Contemporary
Piazzetta MilA1;Italy;Longiano;corso Alcide De Gasperi 23 Castellammare di Stabia 80053 Italy;407.018.717;144.829.218;1000;No;No;Creative Contemporary
Villa Elena;Italy;Castellammare di Stabia;via San Vigilio 56 Bergamo 24129 Italy;457.105.439;9.648.062;1000;No;No;Creative
George Restaurant;Italy;Bergamo;corso Vittorio Emanuele 135 Naples 80121 Italy;408.372.677;142.300.686;1000;No;No;Contemporary
Colonnade;Italy;Naples;Haldenstrasse 10 Lucerne 6002 Switzerland;470.552.386;83.197.697;1000;No;No;Modern French Seasonal Cuisine
Magdalena;Switzerland;Lucerne;Rickenbachstrasse 127 Schwyz 6432 Switzerland;470.169.188;86.659.803;1000;No;No;Modern Cuisine Seasonal Cuisine
Skin s - the restaurant;Switzerland;Schwyz;Dammweg 15b Lenzburg 5600 Switzerland;47.390.711;81.736.346;1000;No;No;Modern Cuisine Creative
La Table du Valrose;Switzerland;Lenzburg;Place de la Gare 2 Rougemont 1659 Switzerland;464.886.078;72.085.597;1000;No;No;Modern French Farm to table
L Atelier Robuchon;Switzerland;Rougemont;Quai Wilson 37 Geneva 1201 Switzerland;462.121.299;6.152.408;1000;No;No;French Contemporary
La Table du Lausanne Palace;Switzerland;Geneva;Rue du Grand ChAane 7 Lausanne 1002 Switzerland;465.195.779;66.314.453;1000;No;No;Modern French
The Japanese Restaurant;Switzerland;Lausanne;Gotthardstrasse 4 Andermatt 6490 Switzerland;466.363.781;85.947.275;1000;No;No;Japanese Contemporary Fusion
La Brezza;Switzerland;Andermatt;via Albarelle 16 Ascona 6612 Switzerland;461.507.302;87.728.734;1000;No;No;Mediterranean Cuisine Seasonal Cuisine
Maison Wenger;Switzerland;Ascona;Rue de la Gare 2 Le Noirmont 2340 Switzerland;472.238.496;69.572.319;1000;No;No;Modern French French
Da Vittorio - St Moritz;Switzerland;Le Noirmont;Via Johannes Badrutt 11 Saint Moritz 7500 Switzerland;464.998.838;98.468.053;1000;No;No;Italian
Einstein Gourmet;Switzerland;Saint Moritz;Berneggstrasse 2 Sankt Gallen 9000 Switzerland;474.215.599;9.375.374;1000;No;No;Creative Modern Cuisine
IGNIV by Andreas Caminada;Switzerland;Sankt Gallen;Bernhard-Simon-Strasse 2 Bad Ragaz 7310 Switzerland;470.003.991;95.022.986;1000;No;No;Creative
The Counter;Switzerland;Bad Ragaz;Bahnhofplatz 15 Zurich 8001 Switzerland;473.772.343;85.405.447;1000;No;No;Creative Modern Cuisine
Mammertsberg;Switzerland;Zurich;Bahnhofstrasse 28 Freidorf 9306 Switzerland;474.860.199;93.920.453;1000;No;No;Creative Modern Cuisine
